Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,636.0,665.0,665.0,1079.0,1425.0,1872.0,2173.0,2458.0,2536.0,2537.0,2810.0,3074.0,3261.0,3389.0,3450.0,3459.0,3459.0,3459.0,3602.0,3671.0,4009.0,4883.0,5109.0,5158.0,5186.0,6132.0,6927.0,7331.0,7596.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46733.0,63169.0,67331.0,69957.0,93394.0,120863.0,152392.0,181078.0,203028.0,206269.0,207548.0,228811.0,245699.0,260122.0,271048.0,280983.0,282122.0,282514.0,291028.0,298767.0,306531.0,315753.0,322536.0,322884.0,323042.0,334466.0,347762.0,361051.0,373171.0,383882.0,384521.0,384738.0,396586.0,409702.0,422306.0,439642.0,454758.0,457971.0,458845.0,473927.0,490013.0,504655.0,518187.0,530857.0,533526.0,534685.0,546496.0,558730.0,571445.0,583470.0,597741.0,598344.0,598369.0,611154.0,621836.0,632862.0,644155.0,644351.0,644423.0,644425.0,650583.0,658116.0,666150.0,672937.0,678501.0,679746.0,679966.0,686290.0,692286.0,698053.0,701986.0,705692.0,706073.0,706113.0,709597.0,712130.0,714377.0,718695.0,721742.0,722258.0,722378.0,725638.0,728438.0,731806.0,734163.0,738734.0,738849.0,739316.0,745753.0,752645.0,759230.0,766081.0,772391.0,773892.0,774112.0,781867.0,789973.0,798099.0,805423.0,812675.0,812684.0,812691.0,821576.0,831239.0,839815.0,848086.0,848090.0,850848.0,851480.0,864740.0,879535.0,893777.0,907035.0,918515.0,922884.0,924260.0,937126.0,948143.0,958928.0,965754.0,971588.0,973540.0,973843.0,977979.0,981703.0,987767.0,995198.0,1000850.0,1002655.0,1002711.0,1010855.0,1017223.0,1025774.0,1031123.0,1035647.0,1036836.0,1036929.0,1037322.0,1045858.0,1052846.0,1059606.0,1064189.0,1065026.0,1065168.0,1065211.0,1067659.0,1070031.0,1076582.0,1081509.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25097.0,42891.0,58518.0,62404.0,64717.0,87100.0,114577.0,144958.0,173163.0,195036.0,198173.0,199329.0,222300.0,242254.0,259857.0,274896.0,285090.0,286243.0,286674.0,297520.0,306127.0,311512.0,316087.0,320278.0,320476.0,320588.0,328660.0,339500.0,351479.0,364088.0,364775.0,364865.0,364878.0,383384.0,397088.0,410215.0,426387.0,439751.0,441484.0,441887.0,457859.0,473880.0,488215.0,501433.0,513415.0,515138.0,515765.0,529178.0,541335.0,553791.0,565577.0,577795.0,578543.0,578679.0,591745.0,603153.0,614306.0,624903.0,628171.0,628254.0,628435.0,634528.0,641470.0,649225.0,655917.0,660838.0,661583.0,661741.0,668178.0,674254.0,680254.0,684434.0,688080.0,688084.0,688085.0,691883.0,695079.0,697991.0,702354.0,702365.0,702919.0,703056.0,708344.0,712676.0,716820.0,720004.0,724092.0,724581.0,724768.0,730443.0,736033.0,741700.0,746879.0,752272.0,753503.0,753708.0,760879.0,768385.0,775942.0,782981.0,789789.0,790594.0,790623.0,798765.0,807144.0,815642.0,823510.0,826274.0,828060.0,828252.0,829126.0,846055.0,860163.0,871762.0,882353.0,885399.0,885841.0,886470.0,902356.0,914098.0,921810.0,927873.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,1564.0,2589.0,3621.0,3811.0,3946.0,6087.0,7566.0,9092.0,10443.0,11418.0,11668.0,11668.0,12501.0,13292.0,14156.0,14892.0,15408.0,15524.0,15526.0,15604.0,16724.0,18509.0,21075.0,24477.0,25404.0,25535.0,25734.0,29223.0,32427.0,34519.0,35904.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38354.0,38413.0,48282.0,57737.0,70923.0,82141.0,93273.0,94488.0,94508.0,109715.0,122771.0,134122.0,143180.0,150903.0,151334.0,151346.0,157677.0,163161.0,168076.0,172968.0,176727.0,177051.0,177051.0,186537.0,196507.0,205798.0,213834.0,221769.0,222127.0,222129.0,230277.0,238302.0,246028.0,255915.0,264903.0,265428.0,265432.0,275042.0,284394.0,292633.0,299942.0,307063.0,307376.0,307379.0,314945.0,322540.0,330438.0,338006.0,346648.0,346801.0,346863.0,355746.0,364343.0,372567.0,380350.0,380357.0,380373.0,380398.0,384625.0,389247.0,394484.0,397408.0,398934.0,398987.0,398987.0,402193.0,406460.0,411235.0,414846.0,418133.0,418359.0,418378.0,420285.0,422186.0,423939.0,426786.0,429037.0,429078.0,429078.0,431091.0,433206.0,435548.0,437340.0,440090.0,440090.0,440091.0,445122.0,450273.0,455435.0,460479.0,465840.0,466062.0,466062.0,472628.0,479206.0,485738.0,491669.0,497958.0,498000.0,498000.0,504969.0,513067.0,521821.0,532524.0,534771.0,535265.0,535265.0,545066.0,555528.0,564869.0,571703.0,579903.0,580847.0,580903.0,588835.0,597143.0,602288.0,605063.0,608337.0,608564.0,608567.0,612732.0,616871.0,622275.0,628245.0,633124.0,633827.0,633852.0,640103.0,644861.0,650381.0,653326.0,657221.0,657784.0,657796.0,658718.0,664917.0,669654.0,671240.0,672498.0,672573.0,672573.0,672601.0,674938.0,678356.0,684009.0,687840.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2561.0,8076.0,10255.0,11400.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11491.0,11494.0,11508.0,11515.0,11527.0,11527.0,11527.0,11544.0,11813.0,18604.0,27663.0,36471.0,37318.0,37345.0,47218.0,56467.0,69378.0,80352.0,91152.0,92244.0,92266.0,107856.0,121555.0,133788.0,143861.0,152311.0,152663.0,152676.0,159924.0,165010.0,169198.0,172723.0,175209.0,175373.0,175392.0,184010.0,193561.0,203191.0,215737.0,215802.0,215807.0,215825.0,225512.0,233682.0,241283.0,250854.0,259563.0,259883.0,259885.0,269098.0,277839.0,286364.0,293550.0,300554.0,300795.0,300798.0,308133.0,315376.0,323097.0,330708.0,338505.0,338638.0,338642.0,346649.0,355275.0,362918.0,369863.0,371671.0,371679.0,371680.0,376098.0,380821.0,386177.0,389641.0,391566.0,391634.0,391635.0,394897.0,399340.0,403858.0,407453.0,410596.0,410625.0,410625.0,412404.0,414776.0,416897.0,420767.0,420828.0,420858.0,420858.0,423508.0,426182.0,428109.0,429216.0,431608.0,431701.0,431706.0,436031.0,440887.0,445724.0,450381.0,455016.0,455224.0,455232.0,461862.0,468408.0,474643.0,480164.0,486095.0,486374.0,486385.0,493150.0,500705.0,508827.0,516583.0,521720.0,522084.0,522098.0,522877.0,533760.0,541090.0,546388.0,553007.0,553442.0,553485.0,553583.0,561767.0,568325.0,572140.0,575592.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3055.0,4644.0,4743.0,4751.0,5963.0,6492.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6769.0,10980.0,14632.0,15152.0,15168.0,15525.0,17778.0,19172.0,19818.0,20200.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39876.0,43775.0,46405.0,61103.0,76142.0,92687.0,107712.0,120420.0,121867.0,122455.0,136540.0,149537.0,161137.0,170232.0,179183.0,179554.0,179716.0,186863.0,193295.0,199172.0,204949.0,211391.0,211670.0,211679.0,219265.0,228738.0,237689.0,245175.0,251808.0,252467.0,252715.0,261056.0,269948.0,279606.0,290500.0,300509.0,302034.0,302576.0,313573.0,324025.0,333106.0,341885.0,350038.0,350663.0,350851.0,359807.0,368947.0,377886.0,386283.0,395195.0,395326.0,395353.0,404612.0,412393.0,419477.0,427768.0,427794.0,427825.0,427854.0,433592.0,439943.0,445861.0,450984.0,455804.0,456096.0,456124.0,459352.0,463580.0,467564.0,470272.0,472820.0,473056.0,473077.0,475720.0,477897.0,480046.0,483152.0,485634.0,485780.0,485795.0,487421.0,489470.0,491383.0,492783.0,496522.0,496557.0,496571.0,501112.0,506675.0,511832.0,517300.0,523448.0,524335.0,524352.0,530908.0,538086.0,545164.0,551465.0,558657.0,558708.0,558708.0,565923.0,574454.0,582601.0,591152.0,591426.0,592961.0,594125.0,604975.0,617529.0,629477.0,640033.0,650461.0,652983.0,653687.0,663773.0,669132.0,674237.0,678036.0,682057.0,683374.0,683544.0,688134.0,692561.0,698319.0,704757.0,709218.0,709586.0,709608.0,715041.0,720348.0,726557.0,730884.0,734957.0,735691.0,735739.0,735937.0,741627.0,746833.0,749413.0,751516.0,751622.0,751674.0,751680.0,754209.0,756990.0,762017.0,765669.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13099.0,24947.0,37648.0,41411.0,43803.0,58235.0,72814.0,88848.0,103715.0,116357.0,117796.0,118452.0,132876.0,146942.0,160174.0,171168.0,182447.0,182782.0,182866.0,190987.0,196745.0,201067.0,204783.0,208579.0,208630.0,208650.0,215138.0,223419.0,231655.0,240142.0,240201.0,240222.0,240239.0,252779.0,262312.0,271547.0,281713.0,291157.0,291510.0,291552.0,302239.0,312896.0,322171.0,330862.0,338987.0,339420.0,339470.0,348517.0,357614.0,366345.0,374826.0,382852.0,383093.0,383114.0,392638.0,400825.0,408001.0,415006.0,417571.0,417602.0,417632.0,422328.0,428182.0,434359.0,439475.0,444229.0,444540.0,444551.0,448168.0,452583.0,456620.0,459557.0,462451.0,462484.0,462486.0,464710.0,467136.0,469629.0,473286.0,473306.0,473465.0,473581.0,476642.0,479464.0,481858.0,483576.0,486000.0,486158.0,486177.0,489970.0,494461.0,498738.0,503032.0,507931.0,508455.0,508517.0,515081.0,522024.0,528864.0,534826.0,541179.0,541357.0,541370.0,547558.0,555585.0,563544.0,570433.0,573415.0,574532.0,574721.0,575069.0,589114.0,600289.0,609423.0,618904.0,619644.0,619724.0,619742.0,629324.0,635804.0,640716.0,645355.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3722.0,7317.0,9873.0,11188.0,11357.0,11357.0,11641.0,11829.0,11916.0,11949.0,11955.0,11955.0,11955.0,11958.0,11958.0,11958.0,11958.0,11958.0,11958.0,11958.0,11958.0,11958.0,11967.0,16629.0,20962.0,21633.0,21764.0,21825.0,23775.0,25194.0,26057.0,26906.0
Metropolitana,Primera,420.0,2934.0,5421.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,7072.0,7945.0,7968.0,7968.0,7968.0,7968.0,7968.0,7984.0,7994.0,7994.0,7994.0,8000.0,8010.0,8010.0,8010.0,8010.0,8011.0,8011.0,8011.0,12099.0,71903.0,135232.0,197877.0,208201.0,210127.0,293823.0,385128.0,486850.0,577951.0,664915.0,678812.0,680554.0,784946.0,870551.0,945009.0,1006182.0,1062620.0,1067900.0,1068305.0,1105656.0,1136348.0,1164284.0,1192240.0,1216136.0,1219917.0,1220029.0,1276993.0,1339857.0,1403803.0,1465331.0,1524312.0,1530027.0,1530437.0,1583495.0,1635862.0,1686843.0,1750934.0,1807860.0,1822378.0,1823305.0,1883736.0,1947244.0,2006073.0,2065243.0,2119600.0,2135519.0,2136447.0,2197181.0,2259896.0,2325161.0,2396051.0,2470664.0,2480202.0,2480778.0,2544614.0,2600947.0,2654557.0,2711005.0,2711896.0,2712619.0,2712870.0,2743383.0,2778756.0,2815829.0,2846046.0,2875019.0,2882362.0,2882832.0,2917290.0,2947012.0,2979942.0,3005439.0,3028025.0,3032567.0,3033099.0,3049101.0,3062827.0,3072619.0,3096063.0,3110848.0,3113841.0,3113957.0,3130747.0,3144378.0,3161603.0,3171980.0,3194602.0,3195048.0,3195192.0,3225131.0,3257050.0,3290280.0,3324081.0,3359694.0,3369584.0,3369908.0,3415146.0,3460494.0,3505355.0,3547346.0,3592577.0,3592577.0,3592577.0,3652661.0,3714230.0,3767041.0,3818977.0,3821506.0,3834904.0,3836186.0,3910761.0,3987948.0,4063995.0,4135102.0,4196271.0,4223195.0,4229267.0,4296116.0,4355605.0,4400536.0,4418580.0,4427820.0,4434798.0,4436094.0,4449913.0,4467428.0,4491759.0,4529867.0,4563539.0,4577103.0,4578081.0,4623657.0,4658489.0,4704991.0,4735380.0,4760209.0,4769986.0,4771362.0,4775378.0,4815995.0,4841583.0,4853132.0,4866995.0,4873970.0,4874649.0,4874965.0,4891860.0,4914369.0,4952747.0,4978990.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,3553.0,5476.0,5543.0,5543.0,5543.0,5544.0,5544.0,5544.0,5544.0,5544.0,5544.0,5658.0,5659.0,5659.0,5659.0,5659.0,5659.0,5659.0,5659.0,5659.0,5659.0,6930.0,7594.0,7599.0,7599.0,7609.0,7759.0,7817.0,7832.0,7843.0,7843.0,7843.0,7843.0,7853.0,7853.0,7853.0,7853.0,7853.0,7853.0,7855.0,7855.0,7858.0,7895.0,7909.0,7910.0,7910.0,7957.0,11649.0,63931.0,124035.0,184568.0,193002.0,194297.0,275059.0,365603.0,465540.0,554434.0,638257.0,650055.0,651240.0,757179.0,847901.0,930646.0,1001248.0,1061630.0,1068711.0,1069192.0,1109081.0,1138119.0,1159421.0,1178035.0,1197402.0,1199268.0,1199480.0,1248623.0,1308486.0,1371765.0,1443512.0,1446504.0,1447376.0,1447721.0,1530203.0,1585684.0,1639048.0,1701924.0,1760975.0,1771191.0,1771888.0,1832666.0,1892455.0,1949961.0,2007471.0,2061203.0,2070378.0,2071014.0,2133719.0,2197307.0,2257980.0,2321914.0,2385778.0,2394225.0,2394515.0,2461360.0,2516299.0,2569233.0,2619891.0,2634433.0,2635118.0,2635329.0,2664707.0,2698788.0,2735891.0,2765364.0,2790037.0,2795062.0,2795147.0,2821704.0,2858965.0,2891901.0,2917027.0,2940450.0,2940452.0,2940452.0,2957813.0,2974935.0,2989546.0,3015311.0,3016024.0,3019732.0,3019957.0,3043100.0,3065018.0,3084149.0,3097073.0,3113915.0,3117984.0,3118644.0,3140012.0,3166478.0,3195623.0,3224401.0,3254547.0,3262955.0,3263693.0,3307453.0,3350914.0,3393677.0,3434264.0,3476249.0,3481778.0,3482091.0,3534210.0,3588463.0,3636076.0,3679992.0,3695060.0,3705967.0,3707204.0,3713526.0,3787888.0,3848266.0,3904422.0,3950174.0,3969909.0,3971851.0,3972574.0,4039748.0,4090936.0,4118889.0,4138402.0
Metropolitana,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,8002.0,26765.0,44666.0,52094.0,52980.0,68256.0,79836.0,89029.0,95465.0,95924.0,95925.0,95925.0,95934.0,95935.0,95935.0,95935.0,95936.0,95936.0,95936.0,95936.0,95941.0,102454.0,135742.0,152435.0,157428.0,158070.0,158208.0,165765.0,169480.0,171290.0,172761.0
