Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42228.0,47630.0,48438.0,48881.0,54478.0,58337.0,61674.0,64665.0,67460.0,67533.0,67587.0,70581.0,73041.0,75177.0,77098.0,78654.0,78673.0,78674.0,80674.0,84519.0,88713.0,92177.0,95027.0,95183.0,95218.0,98698.0,102455.0,105741.0,109958.0,113062.0,113213.0,113344.0,116957.0,120836.0,123949.0,126408.0,129069.0,129202.0,129403.0,132630.0,135701.0,138909.0,142810.0,146830.0,146990.0,146994.0,150202.0,152650.0,155023.0,157575.0,157701.0,157827.0,157895.0,159402.0,161072.0,162594.0,164362.0,166347.0,166508.0,166557.0,167988.0,169579.0,171492.0,173156.0,174824.0,175182.0,175183.0,176011.0,177041.0,177837.0,178773.0,179345.0,179421.0,179428.0,179993.0,180443.0,180820.0,181332.0,182292.0,182434.0,182443.0,183511.0,184706.0,185991.0,187445.0,189115.0,189381.0,189381.0,190893.0,192576.0,194287.0,195811.0,197386.0,197437.0,197437.0,199106.0,201380.0,203890.0,206474.0,207001.0,207659.0,207700.0,211011.0,215173.0,218813.0,222194.0,225124.0,225164.0,225166.0,227709.0,231023.0,233285.0,234576.0,235597.0,235734.0,235764.0,237185.0,238821.0,240762.0,242729.0,244189.0,244242.0,244242.0,246262.0,248359.0,250315.0,251536.0,252317.0,252509.0,252509.0,252743.0,255204.0,257032.0,258199.0,259083.0,259355.0,259371.0,259547.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9322.0,13717.0,14225.0,14606.0,19768.0,26514.0,33458.0,40412.0,45624.0,46425.0,46897.0,52776.0,57829.0,62050.0,65701.0,68842.0,68985.0,69039.0,72210.0,74200.0,75554.0,76829.0,77818.0,77853.0,77855.0,79226.0,82481.0,86218.0,90367.0,90637.0,90745.0,90778.0,95371.0,99184.0,102403.0,106184.0,109563.0,109708.0,109803.0,113220.0,116791.0,119976.0,122524.0,125061.0,125274.0,125472.0,128502.0,131564.0,134648.0,137896.0,140630.0,140835.0,140839.0,144083.0,146815.0,148610.0,151777.0,152844.0,152942.0,152959.0,154241.0,155952.0,157745.0,159522.0,161061.0,161196.0,161197.0,162541.0,164338.0,166332.0,167943.0,169265.0,169290.0,169290.0,170268.0,171765.0,172841.0,174076.0,174125.0,174223.0,174226.0,175185.0,176090.0,176776.0,177436.0,178229.0,178261.0,178264.0,179143.0,180651.0,182002.0,183227.0,184269.0,184394.0,184410.0,185826.0,187997.0,189848.0,191432.0,192894.0,192938.0,192939.0,194488.0,196443.0,198743.0,200933.0,201888.0,202233.0,202236.0,202515.0,207294.0,211122.0,213781.0,216531.0,216722.0,216735.0,216795.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1618.0,2239.0,2276.0,2285.0,2634.0,2849.0,3052.0,3174.0,3251.0,3251.0,3251.0,3354.0,3398.0,3444.0,3496.0,3524.0,3524.0,3524.0,3524.0,3599.0,4057.0,5244.0,6446.0,6492.0,6500.0,6507.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53448.0,53457.0,53461.0,54722.0,56021.0,57237.0,58911.0,60164.0,60168.0,60209.0,61667.0,63467.0,64745.0,66164.0,67552.0,67565.0,67576.0,69200.0,70588.0,72139.0,73490.0,75416.0,75427.0,75429.0,76794.0,78036.0,79297.0,80659.0,80660.0,80660.0,80660.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88711.0,89637.0,90461.0,90464.0,90464.0,91116.0,91852.0,92375.0,93138.0,93479.0,93482.0,93483.0,93583.0,94208.0,94814.0,95043.0,95273.0,95273.0,95273.0,95791.0,96399.0,96977.0,97428.0,97991.0,98001.0,98001.0,98710.0,99649.0,100242.0,100884.0,101668.0,101669.0,101670.0,102396.0,103278.0,104333.0,105696.0,105697.0,105697.0,105697.0,107315.0,108662.0,110084.0,111394.0,112439.0,112809.0,113247.0,114104.0,114914.0,115630.0,115714.0,115792.0,115793.0,115796.0,115839.0,115921.0,116036.0,116118.0,116246.0,116246.0,116253.0,116317.0,116370.0,116417.0,116484.0,116528.0,116583.0,116583.0,116584.0,116980.0,117379.0,117969.0,118561.0,118561.0,118561.0,118561.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52792.0,54317.0,55557.0,57079.0,58279.0,58286.0,58288.0,59482.0,60994.0,62393.0,63803.0,65344.0,65358.0,65360.0,66743.0,68339.0,69866.0,70974.0,71974.0,71983.0,71983.0,72921.0,74379.0,75667.0,76707.0,77286.0,77290.0,77290.0,78230.0,79838.0,80684.0,82043.0,82909.0,82914.0,82914.0,83872.0,84884.0,85828.0,86626.0,87431.0,87432.0,87432.0,87902.0,88603.0,89370.0,90377.0,90383.0,90384.0,90384.0,90795.0,91630.0,92444.0,92924.0,93319.0,93320.0,93320.0,93692.0,94347.0,94904.0,95438.0,95985.0,95991.0,96000.0,96615.0,97609.0,98259.0,98946.0,99731.0,99733.0,99739.0,100501.0,101271.0,102194.0,103362.0,103738.0,103793.0,103793.0,103848.0,105344.0,106824.0,108027.0,109118.0,109389.0,109761.0,109761.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1785.0,2469.0,2905.0,3403.0,3906.0,4709.0,5387.0,5387.0,5418.0,6008.0,6473.0,7034.0,7508.0,7830.0,7945.0,7945.0,7968.0,8357.0,8740.0,9265.0,9627.0,9627.0,9627.0,9627.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33614.0,38449.0,41929.0,44131.0,46276.0,46385.0,46385.0,47960.0,49673.0,52047.0,54195.0,55707.0,55780.0,55780.0,57682.0,59593.0,61292.0,63074.0,65070.0,65180.0,65180.0,67058.0,68784.0,70354.0,72478.0,74633.0,74835.0,74835.0,77120.0,79647.0,81997.0,84367.0,86871.0,87110.0,87110.0,89415.0,91813.0,94465.0,96677.0,99384.0,99488.0,99488.0,101938.0,104069.0,106048.0,107969.0,107997.0,108025.0,108065.0,109870.0,111987.0,114128.0,115800.0,117434.0,117582.0,117610.0,119668.0,121372.0,123183.0,124815.0,126810.0,127005.0,127062.0,129024.0,131081.0,132856.0,134293.0,135674.0,135915.0,135928.0,137365.0,138859.0,140680.0,141756.0,142860.0,142950.0,143055.0,144754.0,146163.0,147556.0,148773.0,150024.0,150701.0,150771.0,152359.0,153921.0,155530.0,156903.0,158479.0,158521.0,158525.0,160120.0,161737.0,163190.0,164692.0,164789.0,165484.0,165599.0,168703.0,171957.0,174936.0,177399.0,179902.0,180850.0,180990.0,183661.0,185926.0,188003.0,189717.0,191259.0,191931.0,191970.0,193672.0,195111.0,196597.0,198087.0,199418.0,199878.0,199883.0,201631.0,202904.0,204389.0,205452.0,206489.0,206823.0,206845.0,206853.0,208422.0,210245.0,212064.0,213646.0,213932.0,213962.0,213987.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52733.0,53512.0,54386.0,54439.0,54439.0,56027.0,57726.0,59368.0,61496.0,61497.0,61497.0,61499.0,64451.0,66410.0,68204.0,70158.0,71775.0,71909.0,71911.0,74331.0,76844.0,79179.0,81343.0,83617.0,83788.0,83788.0,86309.0,88789.0,91223.0,93014.0,94854.0,94990.0,94991.0,97921.0,99958.0,101998.0,103885.0,104592.0,104616.0,104645.0,106295.0,108086.0,109550.0,111505.0,113040.0,113380.0,113380.0,115333.0,117001.0,118473.0,119995.0,121705.0,121706.0,121706.0,123720.0,125738.0,127728.0,129664.0,129708.0,130016.0,130041.0,131792.0,133406.0,135022.0,136387.0,137508.0,137728.0,137764.0,139358.0,140860.0,142207.0,143372.0,144693.0,145002.0,145010.0,146719.0,148221.0,149684.0,151033.0,152510.0,152711.0,152712.0,154184.0,155644.0,157141.0,158474.0,159126.0,159551.0,159553.0,159562.0,162958.0,166054.0,168533.0,170884.0,171679.0,171705.0,171750.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,495.0,564.0,564.0,564.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116233.0,149421.0,180766.0,208614.0,209942.0,209942.0,243741.0,273510.0,297919.0,318564.0,337091.0,337770.0,337883.0,349248.0,358386.0,366199.0,374837.0,384436.0,388079.0,388095.0,401434.0,419712.0,440236.0,459177.0,477005.0,477307.0,477307.0,493359.0,508792.0,524447.0,545900.0,563668.0,564893.0,564893.0,581314.0,599719.0,616790.0,635091.0,651550.0,652657.0,652740.0,667824.0,681965.0,697478.0,713156.0,729634.0,730004.0,730032.0,746777.0,760765.0,773513.0,787331.0,787493.0,787685.0,787726.0,795556.0,805229.0,814919.0,822603.0,830183.0,830770.0,830889.0,839746.0,846839.0,855262.0,861836.0,868911.0,869310.0,869352.0,875178.0,879992.0,883936.0,891035.0,896021.0,896372.0,896402.0,902072.0,906026.0,910906.0,914904.0,919507.0,919564.0,919585.0,927751.0,936003.0,944702.0,953301.0,961808.0,962818.0,962874.0,973242.0,984315.0,994595.0,1004372.0,1014608.0,1014754.0,1014813.0,1026759.0,1039444.0,1051221.0,1062648.0,1062769.0,1065149.0,1065233.0,1082406.0,1100441.0,1117996.0,1134263.0,1146428.0,1149293.0,1149351.0,1162583.0,1177080.0,1189213.0,1193329.0,1194953.0,1195924.0,1195926.0,1200795.0,1206582.0,1213364.0,1222612.0,1231420.0,1233398.0,1233482.0,1245519.0,1254560.0,1265917.0,1273487.0,1280008.0,1281455.0,1281496.0,1281874.0,1292393.0,1300273.0,1309609.0,1313884.0,1314856.0,1314878.0,1314923.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18128.0,35358.0,53932.0,55055.0,55062.0,81866.0,111388.0,143697.0,174152.0,201427.0,202442.0,202454.0,235446.0,267886.0,295137.0,320354.0,339438.0,340113.0,340185.0,354940.0,366712.0,373532.0,379149.0,383624.0,383710.0,383734.0,396145.0,411959.0,432159.0,454280.0,454858.0,455070.0,455091.0,479512.0,496072.0,511605.0,532505.0,549958.0,550762.0,550801.0,567141.0,584279.0,601296.0,619121.0,635091.0,635887.0,635978.0,651805.0,665462.0,680162.0,694039.0,708958.0,709416.0,709448.0,726432.0,739848.0,752873.0,765999.0,769483.0,769584.0,769641.0,777052.0,786134.0,795221.0,803158.0,810158.0,810578.0,810631.0,818787.0,826660.0,834808.0,840753.0,846819.0,846902.0,846939.0,852790.0,858544.0,863412.0,870716.0,870775.0,871226.0,871251.0,878970.0,885388.0,890953.0,895152.0,898668.0,899044.0,899059.0,904661.0,912428.0,920408.0,928081.0,935378.0,936308.0,936389.0,946939.0,957877.0,967802.0,977269.0,986920.0,987678.0,987729.0,998818.0,1010413.0,1021653.0,1032018.0,1035776.0,1037758.0,1037883.0,1038589.0,1059621.0,1074265.0,1087348.0,1096773.0,1098738.0,1098830.0,1099137.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1303.0,6938.0,12022.0,13053.0,13073.0,17035.0,19920.0,22557.0,24807.0,24906.0,24906.0,24906.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,27393.0,31630.0,32730.0,32790.0,32969.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,5439.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7826.0,13476.0,20182.0,26379.0,26615.0,26731.0,33945.0,41795.0,50906.0,61281.0,70115.0,70411.0,70662.0,78157.0,84520.0,90435.0,95590.0,99927.0,100126.0,100126.0,104194.0,108006.0,111294.0,114580.0,117237.0,117291.0,117349.0,120867.0,124878.0,128428.0,131302.0,133679.0,133759.0,133795.0,138431.0,143476.0,148470.0,154490.0,159622.0,159827.0,160041.0,165914.0,171686.0,176441.0,180702.0,184699.0,184925.0,185131.0,188889.0,192923.0,197009.0,201046.0,205043.0,205087.0,205146.0,208959.0,212286.0,215386.0,220018.0,220019.0,220019.0,220019.0,223051.0,226277.0,229402.0,232336.0,235264.0,235486.0,235513.0,237452.0,239013.0,240263.0,241258.0,242482.0,242561.0,242575.0,243570.0,244556.0,245286.0,246596.0,247475.0,247512.0,247513.0,248751.0,249689.0,250801.0,251642.0,252473.0,252474.0,252474.0,254360.0,256347.0,258446.0,260303.0,262218.0,262466.0,262485.0,264796.0,267275.0,269792.0,272012.0,274403.0,274533.0,274631.0,276911.0,280696.0,285848.0,291160.0,291337.0,291718.0,291882.0,296431.0,301115.0,305371.0,309779.0,313327.0,314021.0,314147.0,318453.0,322329.0,325413.0,327485.0,329290.0,329667.0,329742.0,331445.0,333115.0,335080.0,337282.0,338863.0,339328.0,339438.0,341591.0,343274.0,345390.0,347061.0,348529.0,348887.0,348953.0,349083.0,351417.0,353722.0,355769.0,356973.0,357179.0,357215.0,357293.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,5688.0,7654.0,7701.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7705.0,7708.0,7711.0,7723.0,7732.0,7736.0,7736.0,7736.0,7742.0,7863.0,13212.0,19597.0,25437.0,25574.0,25701.0,32930.0,40504.0,49446.0,59370.0,67809.0,68173.0,68417.0,76375.0,83447.0,90114.0,96130.0,100776.0,100815.0,100824.0,105440.0,108986.0,111723.0,114020.0,115845.0,115928.0,115942.0,119014.0,122572.0,125935.0,129383.0,129385.0,129385.0,129385.0,134921.0,140095.0,145018.0,150800.0,155792.0,155874.0,155928.0,161602.0,167285.0,172050.0,176215.0,180356.0,180547.0,180632.0,184580.0,188591.0,192411.0,196406.0,200207.0,200285.0,200312.0,204362.0,207922.0,210983.0,215037.0,215952.0,215953.0,215954.0,218639.0,221640.0,224779.0,227693.0,230143.0,230281.0,230290.0,232435.0,234414.0,235915.0,237118.0,238379.0,238429.0,238441.0,239449.0,240359.0,241291.0,243016.0,243030.0,243094.0,243100.0,244671.0,245912.0,247190.0,248320.0,249187.0,249221.0,249224.0,250786.0,252489.0,254144.0,255700.0,257371.0,257547.0,257568.0,259763.0,262022.0,264354.0,266497.0,268639.0,268849.0,268887.0,271005.0,274645.0,279231.0,284075.0,285412.0,285814.0,285922.0,286286.0,291885.0,295454.0,298617.0,301500.0,301985.0,302080.0,302169.0
